summary,vocab,relation,category
bistrot gourmand is dinner with my friends,dinner,foodreview,1
bistrot gourmand is lunch,lunch,foodreview,1
bits n bites is coffee,coffee,foodreview,1
bits n bites is dinner with my friends,dinner,foodreview,1
bits n bites is lunch,lunch,foodreview,1
bitter deck restaurant is excellent bbq pakistani food,bbq,foodreview,1
bitter deck restaurant is place needs a serious facelift,place,Locationreviews,0
bitterman is an outstanding experience,outstanding,Locationreviews,0
bjorn restaurant is an outstanding experience,outstanding,Locationreviews,0
black canyon coffee jj mall is a pleasant beachside eatery,beachside,Locationreviews,0
black canyon coffee jj mall is excellent location on beach,location,Locationreviews,0
black canyon coffee jj mall is nice tasteful and romantic,coffee,foodreview,1
black canyon coffee jj mall is very enjoyable meals,coffee,foodreview,1
black cat is awesome food and excellent location on beach,location,Locationreviews,0
black cat is very enjoyable meals,meals,foodreview,1
black coral bar coffee is excellent beach restaurant,excellent beach,Locationreviews,0
black coral bar coffee is fantastic family run restaurant,coffee,foodreview,1
black coral bar coffee is killer cocktails and great food,coffee,foodreview,1
black coral bar coffee is wonderful setting with good food,wonderful,Locationreviews,1
black ginger is excellent beach restaurant,excellent beach,Locationreviews,0
black ginger is killer cocktails and great food,cocktails,foodreview,1
black ginger is wonderful setting with good food,wonderful,Locationreviews,0
black mountain clubhouse restaurant is a bad advert for thai food,thai food,foodreview,1
black mountain clubhouse restaurant is easy going friendly prices good food,good food,foodreview,1
black mountain clubhouse restaurant is good simple thai food,thai food,foodreview,1
black pepper is amazing food view,view,Locationreviews,0
black pepper restaurant bar bang thao beach is beach bar,is beach,Locationreviews,0
black pepper restaurant bar bang thao beach is great vibe good cocktails,vibe,Locationreviews,0
blackbox cafe bar is wonderful,wonderful,Locationreviews,0
blackitch artisan kitchen is good food friendly service at a reasonable price in a terrific location,good food,foodreview,1
blackitch artisan kitchen is on the beach,the beach,Locationreviews,0
blackitch artisan kitchen is yummy food off the beaten path,yummy,foodreview,1
blend bistro wine bar is deckchairs,wine bar,foodreview,1
blend bistro wine bar is lively and interesting,wine bar,foodreview,1
blend bistro wine bar is not the best beach and not so clean,best beach,Locationreviews,1
blend bistro wine bar is rude waitress,wine bar,foodreview,1
bliss cafe and restaurant is pre dinner drinks,dinner,foodreview,1
bliss contemporary cuisine is cambodian chili and basil dish,contemporary,foodreview,1
bliss contemporary cuisine is loved the view,view,Locationreviews,0
bliss contemporary cuisine is nice environment with beautiful sea front view,beautiful,Locationreviews,0
bliss contemporary cuisine is sunset drinks only food waiter service no,contemporary,foodreview,1
bloom cocktail restaurant is fantastic place on the beach,cocktail,foodreview,1
bloom cocktail restaurant is lovely chefs menu,cocktail,foodreview,1
bloom cocktail restaurant is perfect dinner,cocktail,foodreview,1
bloom cocktail restaurant is very special dinner,cocktail,foodreview,1
blue coral bar is good place,place,Locationreviews,0
blue elephant phuket is cool beer amazing views great prices,beer,foodreview,1
blue elephant phuket is good place,place,Locationreviews,0
blue elephant phuket is great food great location great value,great food,foodreview,1
blue elephant restaurant is cool beer amazing views great prices,beer,foodreview,1
blue elephant restaurant is good place,place,Locationreviews,0
blue elephant restaurant is great food great location great value,great food,foodreview,1
blue horizon top quality thai food is beautiful indeed,beautiful,Locationreviews,0
blue horizon top quality thai food is beautiful indeed,beautiful,Locationreviews,0
blue horizon top quality thai food is good food friendly staff,thai food,foodreview,1
blue horizon top quality thai food is the best in old town,thai food,foodreview,1
blue manao is enjoyable semi buffet italian lunch,buffet,foodreview,1
blue manao is great italian fine cuisine,cuisine,foodreview,1
blue manao is very good food and excellent service,good food,foodreview,1
blue mist khaolak is cheap meals appalling service,meals,foodreview,1
blue noodle is best little beach restaurant in thailand,little beach,Locationreviews,0
blue noodle is fantastic and popular place for travel,place,Locationreviews,0
blue noodle is from far the best beach restaurant in the area,best beach,Locationreviews,0
blue noodle is still cheap beer,noodle,foodreview,1
blue olive is still the best steak,steak,foodreview,1
blue parrot is good range of ciders and beer lagers,beer,foodreview,1
blue parrot is stopped in quickly and came back for the burger,burger,foodreview,1
blue sea restaurant is delicious,sea,Locationreviews,0
blue sea restaurant is lovely,sea,Locationreviews,0
blue sea restaurant is no stop,sea,Locationreviews,0
blue sea restaurant is there are better restaurants nearby,sea,Locationreviews,0
blue sky bar is beer garden,beer,foodreview,1
blue sky bar is excellent food,excellent food,foodreview,1
blue sky bar is the best bbq,best bbq,foodreview,1
blue sky bar is yummi,yummi,foodreview,1
blue sky iii is delicious southern thai seafood dinner,delicious,foodreview,1
blue sky iii is good local style seafood,good local,Locationreviews,0
blue sky iii is thai southern style seafood,seafood,foodreview,1
blue sky rooftop bar is worst beer in thailand,beer,foodreview,1
blue wave restaurant is best place to drink,place to,Locationreviews,0
blue wave restaurant is fresh draught beers and fresh food,fresh food,foodreview,1
bluelagoon is a great place for a drink,great place,Locationreviews,0
bluelagoon is best beers,best beers,foodreview,1
bluelagoon is good for the beer selection but pricey,beer,foodreview,1
bluesiam beach club is beer garden,beer,foodreview,1
blunos is best german food in bangkok,german food,foodreview,1
bo lan is best german food in bangkok,german food,foodreview,1
bo s beach bar and restaurant is very satisfying first time to try lebanese food,lebanese food,foodreview,1
boat restaurant is very satisfying first time to try lebanese food,lebanese food,foodreview,1
boat seafood is awesome food great for vegetarians,seafood,foodreview,1
boat seafood is good but crowded from staff,seafood,foodreview,1
boat seafood is good choice in silom area,seafood,foodreview,1
boat seafood is restaurant,seafood,foodreview,1
boatyard is awesome food great for vegetarians,vegetarians,foodreview,1
bob s restaurant bar is excellent food bad service,excellent food,foodreview,1
bobby s bar restaurant is excellent food bad service,excellent food,foodreview,1
bocconcino is best tonkutsu in town,town,Locationreviews,0
bocconcino is love this place,love this place,Locationreviews,0
bodega grill is great rooftop bar for cocktails,grill,foodreview,1
bodega grill is one step up from l appart,grill,foodreview,1
bodega grill is wonderful view great food,wonderful view,Locationreviews,0
bodega grill is worth a few michelin stars,grill,foodreview,1
bodega is great rooftop bar for cocktails,cocktails,foodreview,1
bodega is wonderful view great food,wonderful view,Locationreviews,0
bollywood phuket restaurant bar is good beer selection,beer,foodreview,1
bollywood phuket restaurant bar is great food and great entertainment,great food,foodreview,1
bollywood phuket restaurant bar is great location but too expensive,location,Locationreviews,0
bombay blues is great find for italian food,italian food,foodreview,1
bombay blues is salmon pizza is awesome,salmon,foodreview,1
bombay kitchen lounge is good unpretentious italian food in pleasant surroundings,italian food,foodreview,1
bombay kitchen lounge is got sick from the salmon,salmon,foodreview,1
bombay kitchen lounge is real italian pizza,pizza,foodreview,1
bombay kitchen lounge is very nice pizza,pizza,foodreview,1
bombay palace indian restaurant is good unpretentious italian food in pleasant surroundings,italian food,foodreview,1
bombay palace indian restaurant is got sick from the salmon,salmon,foodreview,1
bon appetit pizza is beautiful dinner with a beautiful view,beautiful,Locationreviews,0
bon appetit pizza is beautiful restaurant,beautiful,Locationreviews,0
bon appetit pizza is location and views,location,Locationreviews,0
bon appetit pizza is wonderful staff wonderful view,wonderful,Locationreviews,0
bon island restaurant is first time we ate here in 15 years x very good food,good food,foodreview,1
bon island restaurant is good food and service,good food,foodreview,1
bon island restaurant is good food minor service improvements needed,good food,foodreview,1
bon island restaurant is superb thai food,thai food,foodreview,1
bonchon chicken emquartier is cool sink good icecream,icecream,foodreview,1
bonchon chicken emquartier is great place,great place,Locationreviews,0
bonchon chicken emquartier is very tasty,tasty,foodreview,1
bonchon chicken esplanade ratchada is dinner,dinner,foodreview,1
bonchon chicken seenspace thonglor 13 is great little place,place,Locationreviews,0
bonchon chicken seenspace thonglor 13 is outstanding service,outstanding,Locationreviews,0
bonchon chicken silom complex branch is delicious pizza in khao lak,delicious,foodreview,1
bonchon chicken silom complex branch is delicious thai food great value great service will keep going back,delicious,foodreview,1
bonchon chicken silom complex branch is very good pizza,pizza,foodreview,1
bonita cafe and social club is delicious pizza in khao lak,delicious,foodreview,1
bonita cafe and social club is delicious thai food great value great service will keep going back,delicious,foodreview,1
bonita cafe and social club is very good pizza,pizza,foodreview,1
bonjour french restaurant is delicious very impressive,delicious,foodreview,1
bonjour french restaurant is happy dinner,dinner,foodreview,1
bonnie dolly s eatery and tea room is delicious very impressive,delicious,foodreview,1
bonnie dolly s eatery and tea room is happy dinner,dinner,foodreview,1
boom boom restaurant bar is fun dinner,dinner,foodreview,1
boom boom restaurant bar is great food experience,great food,foodreview,1
